22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
30.01.2025 11:05:38 [Dayz-Dog] Spawned Wild Dog at <9114.657227, 424.389465, 4672.073242>
30.01.2025 11:05:38 [Dayz-Dog] Spawned Wild Dog at <9126.714844, 412.595398, 4712.066895>
30.01.2025 11:38:03 [Dayz-Dog] 'DayzDog.json' found, loading existing config
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <4176.202637, 329.536987, 601.789063>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <4193.351563, 326.661011, 596.313416>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <4165.395508, 331.538757, 607.639099>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <4184.239746, 333.154999, 621.759277>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <4197.927246, 328.247467, 606.855164>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11828.494141, 376.872101, 2623.303467>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11833.176758, 376.175781, 2603.572754>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11805.425781, 378.039978, 2617.182861>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11842.055664, 375.766510, 2603.931885>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11180.581055, 343.836212, 7624.739746>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11159.597656, 348.877289, 7614.649902>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11160.980469, 356.353394, 7608.458008>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <11185.330078, 337.527039, 7646.070801>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <9047.133789, 384.408844, 4687.051758>
30.01.2025 11:38:48 [Dayz-Dog] Spawned Wild Dog at <9067.908203, 397.001251, 4686.115723>
30.01.2025 11:48:49 [Dayz-Dog] 'DayzDog.json' found, loading existing config
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <11799.512695, 378.600006, 2629.000488>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <11810.027344, 377.655518, 2621.567383>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <11811.461914, 377.271271, 2605.284424>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <11801.763672, 378.837708, 2634.086182>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <11152.621094, 340.305878, 7653.591309>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <11133.994141, 342.174164, 7650.393555>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <4184.222168, 329.281738, 602.276611>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <4184.660645, 326.936707, 591.747742>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <4194.918457, 330.381287, 615.478027>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <4173.565430, 328.312225, 595.213989>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <9069.165039, 349.202118, 4780.416016>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <9050.140625, 347.489319, 4763.574707>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <9093.098633, 347.827087, 4797.943848>
30.01.2025 11:49:35 [Dayz-Dog] Spawned Wild Dog at <9055.620117, 346.089783, 4774.453613>
30.01.2025 11:55:31 [Dayz-Dog] 'DayzDog.json' found, loading existing config
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <11752.552734, 382.102753, 2637.899902>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <11763.096680, 379.546234, 2614.823486>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <11771.648438, 383.050781, 2656.538574>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <9105.032227, 360.780701, 4776.061035>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <11281.401367, 356.527252, 7607.775879>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <11262.080078, 349.423004, 7594.020996>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <4250.028320, 324.920227, 610.839417>
30.01.2025 11:56:16 [Dayz-Dog] Spawned Wild Dog at <4272.125488, 325.475586, 614.984741>
30.01.2025 11:59:10 [Dayz-Dog] 'DayzDog.json' found, loading existing config
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11196.899414, 366.173462, 7553.030762>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11196.516602, 367.849884, 7548.364746>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11211.500000, 364.700012, 7542.700195>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11220.162109, 353.078247, 7572.188477>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11204.270508, 372.031616, 7529.962891>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <9051.949219, 379.138000, 4700.731445>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <9071.984375, 393.594788, 4695.585449>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <4269.410645, 324.373322, 587.794006>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <4248.941406, 324.005157, 577.196899>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <4260.560059, 323.945190, 571.388916>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <4253.178223, 323.971283, 579.929504>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11742.595703, 379.552612, 2535.230469>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11758.602539, 378.611633, 2519.490723>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11743.400391, 379.871704, 2555.518799>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11740.357422, 379.350281, 2522.000244>
30.01.2025 11:59:55 [Dayz-Dog] Spawned Wild Dog at <11743.996094, 379.210266, 2517.456055>
30.01.2025 12:06:36 [Dayz-Dog] 'DayzDog.json' found, loading existing config
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11235.325195, 334.113708, 7674.921387>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11229.271484, 333.808075, 7690.531250>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11239.120117, 333.922638, 7684.822266>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11829.834961, 374.386963, 2567.571289>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11814.066406, 376.266907, 2578.062256>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11845.258789, 371.763214, 2549.838379>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <11846.394531, 371.815613, 2553.981689>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <4208.873535, 325.569458, 595.709656>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <4223.140137, 324.094543, 579.326355>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <4188.806152, 329.582764, 607.339844>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <9073.688477, 377.978668, 4718.109863>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <9088.375977, 390.897919, 4711.314453>
30.01.2025 12:07:22 [Dayz-Dog] Spawned Wild Dog at <9096.144531, 379.249573, 4733.639160>
01.02.2025 00:40:14 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <11778.340820, 379.317688, 2626.865723>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <11764.583984, 379.829498, 2620.136719>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <11268.276367, 351.941010, 7627.816895>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <4271.025879, 323.825684, 566.299133>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <4257.314453, 324.044037, 584.038086>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <4263.854492, 323.985779, 574.667725>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <4285.109863, 323.318298, 559.181458>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <4270.844727, 323.790527, 563.583984>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <9143.520508, 410.469391, 4730.138672>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <9158.599609, 433.799988, 4713.200195>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <9127.269531, 402.096954, 4727.164063>
01.02.2025 00:41:03 [Dayz-Dog] Spawned Wild Dog at <9120.403320, 405.868530, 4716.396973>
01.02.2025 00:44:10 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <9051.698242, 383.646210, 4692.970215>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <9062.498047, 379.846222, 4707.751953>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <9074.914063, 404.130798, 4669.944824>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <9039.444336, 380.654480, 4687.609375>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <4253.931152, 325.573639, 624.573669>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <4230.417969, 330.051605, 646.156494>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <4236.906738, 328.387634, 642.623291>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <4233.115234, 328.329956, 636.246338>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <4241.089844, 327.055359, 638.218018>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <11762.660156, 379.021515, 2585.978760>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <11782.394531, 378.269470, 2593.419678>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <11746.765625, 379.484192, 2606.683838>
01.02.2025 00:44:55 [Dayz-Dog] Spawned Wild Dog at <11740.038086, 379.323181, 2600.751221>
01.02.2025 00:46:00 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <4235.853516, 329.748016, 670.482300>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <4224.342773, 332.020325, 668.319275>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <4235.355957, 330.320892, 687.116272>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <4241.357422, 329.076477, 681.804443>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <9128.838867, 415.740753, 4709.580078>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <9136.010742, 427.527679, 4699.591797>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <9108.123047, 403.107025, 4710.402832>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <9117.778320, 394.677124, 4729.865234>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <9144.920898, 410.498199, 4731.407227>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11251.496094, 343.275085, 7628.700684>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11270.249023, 355.200012, 7617.195801>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11262.285156, 350.900024, 7606.483887>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11250.410156, 343.694855, 7619.052734>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11248.469727, 343.729950, 7612.273926>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11796.291992, 376.467560, 2558.833008>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11807.791016, 376.677673, 2577.267822>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11781.049805, 378.501801, 2579.145996>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11806.119141, 376.636383, 2574.931152>
01.02.2025 00:46:47 [Dayz-Dog] Spawned Wild Dog at <11796.181641, 376.011841, 2551.519287>
01.02.2025 13:10:15 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <4192.227539, 324.190826, 566.279541>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <4200.414551, 324.241699, 546.859558>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <4190.679688, 324.126648, 547.895203>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <9118.250977, 374.716827, 4758.921387>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <9112.561523, 367.975006, 4766.136719>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <9104.491211, 358.217072, 4781.578613>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <9125.400391, 368.393280, 4777.029297>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11145.836914, 341.957611, 7665.396973>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11157.204102, 339.278107, 7657.578613>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11827.461914, 377.248169, 2629.117188>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11826.242188, 377.971313, 2642.877197>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11807.487305, 377.436462, 2606.358643>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11848.073242, 376.084198, 2630.513672>
01.02.2025 13:11:00 [Dayz-Dog] Spawned Wild Dog at <11839.090820, 376.001251, 2605.767578>
01.02.2025 13:36:18 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <11258.118164, 349.761353, 7572.197754>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <4216.327148, 324.300049, 583.380432>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <4199.354980, 325.064178, 581.494812>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <4192.522949, 327.106628, 598.122498>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <9120.121094, 360.763611, 4790.056641>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <9104.175781, 358.060760, 4781.653809>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <11823.248047, 378.569244, 2648.038086>
01.02.2025 13:37:04 [Dayz-Dog] Spawned Wild Dog at <11822.196289, 382.088989, 2671.143066>
01.02.2025 13:44:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <9106.928711, 398.951752, 4715.214844>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <9095.784180, 402.623932, 4701.354004>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <9092.710938, 379.866058, 4729.776855>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <9085.399414, 374.055786, 4732.302246>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <11231.763672, 343.410156, 7607.542969>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <11251.638672, 346.253143, 7596.029785>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <11213.536133, 347.500000, 7600.878418>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <4225.101074, 324.083893, 571.221375>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <4214.125000, 324.412689, 582.569824>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <4225.688477, 324.045349, 570.297852>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <4241.993652, 324.315491, 593.310730>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <4236.903320, 324.375824, 594.594055>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <11816.739258, 377.705536, 2625.833252>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <11823.752930, 376.648529, 2603.876465>
01.02.2025 13:45:28 [Dayz-Dog] Spawned Wild Dog at <11812.204102, 377.379974, 2612.527100>
01.02.2025 15:59:10 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <9141.858398, 407.862091, 4731.932129>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <9160.225586, 433.325714, 4716.069824>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <9143.849609, 422.447540, 4714.316895>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <11279.288086, 354.684753, 7560.984375>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <4196.385742, 329.086456, 609.962341>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <4219.672852, 328.781189, 624.397888>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <4194.296875, 331.549286, 621.007751>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <11734.807617, 379.827972, 2543.604492>
01.02.2025 15:59:55 [Dayz-Dog] Spawned Wild Dog at <11738.708008, 379.823700, 2546.834229>
01.02.2025 16:26:29 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11761.195313, 382.640625, 2648.381104>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11769.641602, 384.279327, 2663.307373>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <4244.777344, 325.308075, 611.954895>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <4260.787109, 326.053925, 635.288208>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <4248.801270, 324.269928, 593.300293>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <4242.246094, 325.880493, 620.505615>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11270.114258, 351.819397, 7604.021973>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11277.357422, 357.273682, 7593.532227>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11276.971680, 357.289886, 7594.324219>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11283.536133, 357.755280, 7612.972168>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <11279.599609, 358.299988, 7591.600098>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <9122.911133, 378.642548, 4756.542480>
01.02.2025 16:27:13 [Dayz-Dog] Spawned Wild Dog at <9104.318359, 379.923645, 4739.546387>
01.02.2025 16:31:31 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <9093.822266, 384.931946, 4723.713867>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <11776.718750, 378.587067, 2612.887451>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <11785.628906, 378.637024, 2624.118164>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <11222.696289, 339.156219, 7634.450684>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <11227.032227, 339.840363, 7629.744629>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <11239.144531, 339.190765, 7650.507324>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <11242.822266, 339.860840, 7634.116211>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <4207.244629, 325.528748, 594.789429>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <4194.667969, 326.432220, 595.819092>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <4195.597656, 330.414673, 616.186462>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <4219.208496, 325.200012, 588.832642>
01.02.2025 16:32:16 [Dayz-Dog] Spawned Wild Dog at <4197.211426, 324.805786, 576.753601>
01.02.2025 16:50:26 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <9112.468750, 358.334534, 4788.681152>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <9104.088867, 355.765686, 4786.960938>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <9120.746094, 358.726929, 4795.415527>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11749.344727, 379.704010, 2553.485352>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11757.231445, 379.319061, 2570.187500>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11753.114258, 379.537079, 2566.552002>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11735.552734, 379.958252, 2571.250488>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11759.160156, 378.941589, 2549.427734>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <4237.695801, 326.758148, 630.496643>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <4221.410156, 330.530640, 636.055603>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <4218.419434, 329.787811, 628.748596>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11236.285156, 334.417236, 7673.890625>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11233.424805, 338.424072, 7651.178223>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11216.586914, 331.968781, 7693.512207>
01.02.2025 16:51:11 [Dayz-Dog] Spawned Wild Dog at <11257.572266, 342.570099, 7666.550293>
01.02.2025 16:55:32 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11281.345703, 351.007446, 7694.705078>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11266.915039, 345.267242, 7687.135254>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11284.931641, 356.575104, 7672.508789>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11305.215820, 363.831512, 7689.023438>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <9045.460938, 383.959290, 4686.944336>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <9028.626953, 366.707916, 4709.271973>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <4214.050293, 325.612061, 603.131042>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <4194.948730, 326.598389, 596.845093>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11818.294922, 374.201752, 2553.433105>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11796.039063, 375.364288, 2530.609131>
01.02.2025 16:56:44 [Dayz-Dog] Spawned Wild Dog at <11806.493164, 375.485229, 2556.637451>
01.02.2025 16:57:00 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <9082.205078, 347.817261, 4791.501953>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <9093.084961, 346.340820, 4805.196289>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11720.284180, 380.043488, 2572.937012>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11698.644531, 380.365601, 2560.011963>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11737.937500, 379.828217, 2578.312012>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11725.269531, 380.003845, 2585.172852>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <4279.267578, 325.402313, 612.500488>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <4290.622559, 325.333282, 598.552612>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <4295.568848, 326.351593, 624.877441>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <4267.387695, 324.512970, 591.191528>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11203.641602, 341.463898, 7636.664063>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11179.680664, 338.258484, 7644.861816>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11214.232422, 343.515167, 7620.254395>
01.02.2025 16:57:47 [Dayz-Dog] Spawned Wild Dog at <11185.681641, 336.730438, 7654.372070>
01.02.2025 17:00:29 [Dayz-Dog] 'DayzDog.json' found, loading existing config
01.02.2025 17:01:17 [Dayz-Dog] Spawned Wild Dog at <11215.124023, 347.404907, 7612.924805>
01.02.2025 17:01:17 [Dayz-Dog] Spawned Wild Dog at <11193.177734, 349.000000, 7619.708008>
01.02.2025 17:01:17 [Dayz-Dog] Spawned Wild Dog at <11217.633789, 347.565338, 7601.119629>
01.02.2025 17:01:17 [Dayz-Dog] Spawned Wild Dog at <9132.700195, 407.848907, 4723.488770>
01.02.2025 17:01:17 [Dayz-Dog] Spawned Wild Dog at <9133.208008, 395.324036, 4741.358398>
