22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <6424.170898, 322.032532, 6196.680664>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <6426.696289, 324.030609, 6229.756836>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <6423.427246, 322.042267, 6198.726563>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <4940.415527, 166.957611, 12887.343750>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <4924.908203, 166.861633, 12876.616211>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <13998.666992, 135.057938, 15002.111328>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <14007.577148, 137.149002, 15023.228516>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <14017.851563, 134.812134, 14983.537109>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <13988.913086, 135.788452, 15020.658203>
26.01.2025 18:51:38 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <4807.714844, 338.938110, 10223.620117>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <4823.758789, 339.045654, 10243.058594>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <4816.833496, 338.863831, 10226.291016>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <4822.501953, 339.110809, 10207.011719>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <4823.052734, 338.877289, 10229.289063>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13049.151367, 4.631569, 8190.522949>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13026.291016, 5.659420, 8171.645020>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13027.441406, 5.527152, 8176.184082>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <9520.067383, 255.341660, 14748.094727>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <9523.741211, 258.969879, 14770.189453>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <3059.851807, 318.800018, 7750.043457>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <6138.500000, 156.807938, 12664.894531>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <6135.083008, 152.423767, 12647.135742>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <6150.000000, 156.007935, 12668.733398>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <6130.291992, 155.925278, 12659.564453>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13969.931641, 139.587433, 15098.233398>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13969.750977, 139.750519, 15114.423828>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13971.588867, 139.187103, 15092.978516>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13981.112305, 140.142044, 15112.489258>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <13979.477539, 139.594666, 15091.333984>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <7362.418457, 383.656372, 9041.624023>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <7356.187500, 383.706329, 9061.816406>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <7341.888672, 380.860168, 9049.967773>
26.01.2025 18:52:32 [Dayz-Dog] Spawned Wild Dog at <1907.109619, 245.769928, 10832.400391>
26.01.2025 19:34:52 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <3665.137695, 11.548919, 2615.514648>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <3655.060303, 12.050749, 2619.404541>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <3681.166748, 11.334901, 2631.301270>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <1665.564819, 144.070526, 3841.186523>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <1651.113037, 144.070526, 3827.493652>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <1678.455688, 144.077240, 3862.834961>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <1642.979614, 144.014191, 3847.389404>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <13387.160156, 5.874914, 5517.226074>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <13408.772461, 4.816141, 5504.803711>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <13397.687500, 5.815260, 5500.365234>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <8125.668945, 241.668945, 11048.212891>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <8145.115234, 247.251816, 11031.564453>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <8105.033691, 238.443314, 11051.902344>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <816.887817, 365.271301, 12308.053711>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <806.381104, 358.242004, 12291.778320>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <802.479736, 360.049927, 12298.762695>
26.01.2025 19:35:49 [Dayz-Dog] Spawned Wild Dog at <830.260742, 376.857788, 12330.452148>
26.01.2025 19:40:57 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 19:42:33 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <5758.433105, 319.348328, 8757.641602>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <5772.781250, 319.980713, 8767.813477>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <4875.970703, 339.000000, 10274.780273>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <4853.901367, 339.088379, 10285.540039>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <4882.168457, 339.000000, 10265.893555>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <4874.365723, 339.000000, 10291.748047>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <12015.022461, 53.932137, 9022.192383>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <12037.441406, 54.185383, 9039.857422>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <11997.216797, 54.050980, 9025.497070>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <6514.424316, 315.618561, 6059.150391>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <6504.041504, 315.394135, 6073.286133>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <6519.315918, 316.840454, 6056.404297>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <6499.288574, 312.024933, 6066.504395>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <6507.018555, 311.303528, 6052.448730>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <820.683533, 362.568665, 12300.614258>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <838.553650, 360.950714, 12291.379883>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <823.927917, 370.817596, 12319.333984>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <833.004333, 356.648773, 12281.317383>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <843.089783, 358.233154, 12283.455078>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <9403.878906, 309.015656, 8860.133789>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <9396.432617, 312.188629, 8877.475586>
26.01.2025 19:43:31 [Dayz-Dog] Spawned Wild Dog at <9387.863281, 311.411621, 8854.936523>
26.01.2025 19:47:02 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <13314.707031, 44.203991, 3300.817139>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <13308.580078, 56.714951, 3277.660889>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <13327.975586, 42.969170, 3299.697998>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <3765.184326, 310.357483, 8815.616211>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <3754.944824, 310.071503, 8818.468750>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <6076.704590, 265.284393, 10500.145508>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <6061.930176, 266.591461, 10495.504883>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <6073.106934, 265.523407, 10509.768555>
26.01.2025 19:48:02 [Dayz-Dog] Spawned Wild Dog at <6094.812012, 263.856689, 10518.317383>
27.01.2025 10:19:09 [Dayz-Dog] 'DayzDog.json' found, loading existing config
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <12342.676758, 103.328918, 10902.814453>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <12338.182617, 104.354485, 10889.435547>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <12324.833008, 104.748276, 10888.124023>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <12327.890625, 104.788696, 10888.927734>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <12333.299805, 105.245224, 10899.000000>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <3040.503662, 319.931427, 7722.184570>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <3017.320313, 323.000000, 7718.088867>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <3024.488281, 319.541870, 7736.289063>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <3055.709473, 320.241577, 7723.521973>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <2649.124512, 207.230347, 5489.231934>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <2649.604492, 207.078156, 5478.268066>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <2638.201660, 207.750748, 5512.366211>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <2626.976074, 207.055115, 5465.872559>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <2628.287598, 207.181625, 5473.494141>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <13507.359375, 3.149284, 6257.891602>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <10734.363281, 6.622037, 2525.026123>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <1903.802856, 22.036285, 2385.077881>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <1927.062622, 27.135662, 2404.942871>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <1256.985474, 473.170746, 14165.587891>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <1264.458008, 473.768524, 14146.658203>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <1237.745361, 471.737732, 14153.691406>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <1268.574585, 473.876343, 14183.329102>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <7540.322754, 213.867798, 5088.763184>
27.01.2025 10:20:07 [Dayz-Dog] Spawned Wild Dog at <7525.459961, 214.000000, 5100.521484>
27.01.2025 10:25:14 [Dayz-Dog] 'DayzDog.json' found, loading existing config
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <2319.483643, 275.135315, 9055.812500>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <2319.228027, 275.215027, 9054.446289>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <2337.030518, 273.349548, 9079.309570>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13136.685547, 3.223894, 3876.593262>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13127.460938, 4.158171, 3883.690430>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13155.477539, 4.214037, 3892.836914>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13140.907227, 2.117152, 3857.495117>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <10238.875977, 45.945015, 3701.943604>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <10251.328125, 43.599998, 3688.043945>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <10240.708984, 45.428761, 3692.263916>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <5836.634766, 321.063110, 8716.344727>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <5848.348633, 321.256348, 8701.384766>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <5853.148438, 322.354858, 8737.219727>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <5857.666992, 322.233276, 8722.492188>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <5813.042480, 321.138794, 8739.994141>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <11475.706055, 220.823120, 7559.196777>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <11470.981445, 220.970398, 7554.687500>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <11495.413086, 219.437256, 7548.878418>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <11474.903320, 223.298599, 7579.521484>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <11468.741211, 220.964142, 7555.066895>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13061.490234, 6.060419, 10282.421875>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13084.910156, 5.986650, 10266.942383>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <13066.613281, 5.986650, 10282.141602>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <4534.716797, 293.811859, 11434.519531>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <4546.134766, 292.510681, 11426.328125>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <4556.469238, 291.919159, 11417.709961>
27.01.2025 10:26:12 [Dayz-Dog] Spawned Wild Dog at <4534.243164, 293.653931, 11449.994141>
27.01.2025 11:00:00 [Dayz-Dog] Spawned Wild Dog at <12320.991211, 140.000000, 12652.928711>
27.01.2025 11:00:52 [Dayz-Dog] Player Tonby tamed dog at pos <12267.402344, 140.039993, 12698.261719>
27.01.2025 11:33:32 [Dayz-Dog] Stored 1 items in dog inventory of player which lost connection
27.01.2025 12:10:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
27.01.2025 12:13:42 [Dayz-Dog] 'DayzDog.json' found, loading existing config
27.01.2025 12:18:02 [Dayz-Dog] 'DayzDog.json' found, loading existing config
27.01.2025 14:36:33 [Dayz-Dog] 'DayzDog.json' found, loading existing config
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <3487.652832, 282.274719, 14747.007813>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <3488.509033, 280.979218, 14732.205078>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <3490.161377, 282.955139, 14758.326172>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <13435.600586, 1.823293, 5534.302246>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <13439.110352, 1.333069, 5529.519043>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2211.906982, 265.592712, 12955.059570>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2226.998047, 264.135620, 12934.110352>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2223.068604, 264.598999, 12963.651367>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2219.019287, 264.901031, 12948.283203>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2222.147461, 264.616730, 12947.809570>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2589.413818, 315.573517, 6473.317871>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2601.045166, 318.268677, 6476.836914>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <2595.680908, 315.222656, 6467.244141>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <10276.695313, 47.369484, 3800.304932>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <10280.368164, 46.067089, 3781.079834>
27.01.2025 14:37:09 [Dayz-Dog] Spawned Wild Dog at <10270.251953, 47.932121, 3822.970215>
28.01.2025 11:05:54 [Dayz-Dog] 'DayzDog.json' found, loading existing config
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <12419.291016, 125.023323, 14902.627930>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <12420.390625, 124.761620, 14891.185547>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <12408.682617, 125.116219, 14898.604492>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <12406.781250, 125.066071, 14883.861328>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <12286.423828, 100.130386, 10794.131836>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <12291.177734, 100.560959, 10802.654297>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <2828.000244, 211.875793, 5456.081055>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <2807.063721, 210.730804, 5456.229004>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <2826.418213, 211.721832, 5436.984863>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <6840.783203, 295.433441, 7831.949219>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <6858.945313, 294.573639, 7832.365234>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <6858.559570, 294.175873, 7819.852051>
28.01.2025 11:06:53 [Dayz-Dog] Spawned Wild Dog at <6820.059082, 297.469757, 7838.592285>
28.01.2025 11:18:54 [Dayz-Dog] 'DayzDog.json' found, loading existing config
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <10526.162109, 229.885574, 8107.726074>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <10532.708008, 229.526352, 8100.767090>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <10518.295898, 233.962097, 8123.031738>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <10504.427734, 235.631638, 8100.524414>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <8302.843750, 439.458649, 7563.916016>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <8284.025391, 434.745148, 7575.916992>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <8320.433594, 444.876129, 7541.072754>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <1962.414795, 248.031113, 10730.430664>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <1697.444824, 171.310440, 5178.817383>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <1684.117065, 170.835037, 5179.948242>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <1677.216553, 170.437637, 5183.971680>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <1718.190063, 172.048309, 5168.125977>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <1721.043823, 172.241867, 5164.608887>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <13222.834961, 41.571503, 6156.624512>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <13201.769531, 33.328377, 6172.603516>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <13229.538086, 45.865437, 6143.728027>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <13213.039063, 46.185852, 6145.347656>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <8145.599609, 247.696487, 11015.395508>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <8165.589355, 250.184006, 10992.296875>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <8129.866699, 248.469727, 11003.829102>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <2548.049316, 257.682220, 9756.682617>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <2546.829346, 257.754242, 9759.627930>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <2543.588867, 257.331329, 9749.423828>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <14191.805664, 2.672791, 13058.677734>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <14169.841797, 2.767047, 13061.236328>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <14200.871094, 2.381517, 13051.937500>
28.01.2025 11:19:50 [Dayz-Dog] Spawned Wild Dog at <14200.969727, 2.346712, 13049.878906>
28.01.2025 11:30:10 [Dayz-Dog] 'DayzDog.json' found, loading existing config
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <14090.770508, 6.019521, 13044.331055>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <14079.315430, 7.903972, 13042.160156>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <14085.609375, 6.268451, 13060.116211>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <3680.878174, 190.698868, 12959.131836>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <3697.098877, 190.660004, 12956.875977>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <3679.452881, 190.559982, 12969.568359>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <10477.115234, 6.578771, 1979.397949>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <10484.155273, 3.785553, 1958.366699>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <2821.445313, 274.115509, 9940.441406>
28.01.2025 11:31:07 [Dayz-Dog] Spawned Wild Dog at <2798.046143, 274.059296, 9922.165039>
28.01.2025 11:39:58 [Dayz-Dog] 'DayzDog.json' found, loading existing config
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <3629.854492, 186.160889, 12971.529297>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <3607.960449, 190.015518, 12961.878906>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <3651.991699, 191.526810, 12949.802734>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <3609.046631, 188.747269, 12974.512695>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <3642.011230, 185.886581, 12978.505859>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <4537.967285, 9.618911, 2570.727295>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <10221.826172, 243.941849, 5632.345703>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <10200.288086, 243.436264, 5610.005859>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <10204.583008, 243.593094, 5616.346191>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <6150.395996, 155.512527, 12659.883789>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <6172.706055, 156.250320, 12674.207031>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <6169.608398, 156.407944, 12669.407227>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <6163.899902, 150.825455, 12637.138672>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <9192.952148, 242.845413, 4040.055176>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <9177.046875, 243.358078, 4036.288818>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <9182.498047, 245.675797, 4051.083984>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <11288.853516, 73.765915, 6544.262695>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <11276.510742, 72.735146, 6527.150879>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <11273.828125, 71.197990, 6531.939941>
28.01.2025 11:40:53 [Dayz-Dog] Spawned Wild Dog at <11275.036133, 74.046371, 6540.927246>
28.01.2025 11:46:17 [Dayz-Dog] 'DayzDog.json' found, loading existing config
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <8289.620117, 2.372083, 2680.299316>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <8269.762695, 2.612842, 2660.703613>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <9728.247070, 275.643738, 8677.815430>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <9747.964844, 282.929077, 8698.555664>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <12766.953125, 176.399857, 4403.854492>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <12744.191406, 174.893417, 4413.131836>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <12746.618164, 180.330017, 4379.854980>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <1511.167725, 277.946228, 12080.726563>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <1493.214355, 279.119904, 12083.029297>
28.01.2025 11:47:13 [Dayz-Dog] Spawned Wild Dog at <1505.718628, 278.335663, 12094.879883>
28.01.2025 11:55:42 [Dayz-Dog] 'DayzDog.json' found, loading existing config
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <13431.320313, 82.593628, 13029.283203>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <13411.550781, 84.588661, 13029.547852>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <13452.406250, 80.938408, 13023.716797>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <9539.644531, 288.026093, 8710.483398>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <9529.174805, 290.735138, 8715.663086>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <9535.493164, 289.539001, 8715.021484>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <8546.707031, 376.099731, 15018.315430>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <8564.802734, 374.038605, 15003.298828>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <7414.112305, 217.080261, 5154.244629>
28.01.2025 11:56:40 [Dayz-Dog] Spawned Wild Dog at <7416.345215, 217.399994, 5167.393555>
